sightingID,city,state,country,durationSec,ufoShape
613,"lake oswego",or,USA,5,unknown
614,"lake oswego",or,USA,90,unknown
615,ashland,ky,USA,300,disk
616,williamsburg,pa,USA,600,rectangle
617,"taunton (near) (uk/england)",n/a,UK,60,light
618,"tinley park",il,USA,20,other
619,wantagh,ny,USA,60,triangle
620,austin,tx,USA,5400,unknown
621,dover,nh,USA,600,triangle
622,"lake berryessa",ca,USA,15,sphere
623,"west houston (greenridge @ westiemer rd.; near galleria)",tx,USA,30,formation
624,bainbridge,oh,USA,180,triangle
625,"new york city (manhattan)",ny,USA,300,oval
626,cupertino,ca,USA,600,sphere
627,safford,az,USA,30,sphere
628,"the woodlands",tx,USA,180,fireball
629,bemidji,mn,USA,600,triangle
630,garland,tx,USA,40,rectangle
631,jefferson,ny,USA,300,other
632,"oregon (rural)",or,USA,20,rectangle
633,charlotte,nc,USA,120,cigar
634,"green bay",wi,USA,1200,light
635,pelzer,sc,USA,180,triangle
636,hyannis,ma,USA,60,triangle
637,bourbonnais,il,USA,60,triangle
638,oakland,or,USA,60,light
639,martinsville,va,USA,300,other
640,summerville,sc,USA,1200,triangle
641,lakeland,fl,USA,60,light
642,logan,ut,USA,120,triangle
643,portland,or,USA,5,light
644,"st. paul",or,USA,5,fireball
645,nisqually,wa,USA,180,disk
646,"rio rancho",nm,USA,120,fireball
647,bayfield,co,USA,1800,light
648,"san francisco",ca,USA,420,sphere
649,elgin,il,USA,1200,disk
650,"del mar",ca,USA,4,fireball
651,"la jolla (over)",ca,USA,7,fireball
652,manchester,nh,USA,120,oval
653,clarinda,ia,USA,60,triangle
654,"warrington (uk/england)",n/a,UK,8,fireball
655,"mt sterling",il,USA,900,formation
656,ipava,il,USA,900,triangle
657,mosinee,wi,USA,300,other
658,"san antonio",tx,USA,30,fireball
659,"oak brook",il,USA,60,light
660,portland,or,USA,25,light
661,elyria,oh,USA,300,triangle
662,"new york city (manhattan)",ny,USA,5,unknown
663,norman,ok,USA,120,cigar
664,"las vegas",nv,USA,15,light
665,"nellis air force base (50-100 miles east of)",nv,USA,180,light
666,miami,fl,USA,25,unknown
667,independence,mo,USA,15,chevron
668,"blankenberge (belgium)",n/a,Other,10,formation
669,vaughn,wa,USA,540,formation
670,sturgis,mi,USA,600,disk
671,"markham (canada)",Ontario,Canada,600,cigar
672,"yangtzee river (china)",n/a,China,900,disk
673,madera,ca,USA,120,light
674,stockton,ca,USA,180,sphere
675,chandler,az,USA,20,cigar
676,belmont,ca,USA,15,unknown
677,prineville,or,USA,3600,unknown
